日期,地点,飞机号,机型,环境温度(℃),左边CONT CABIN DUCT,左边L PACK,右边FWD DUCT,右边AFT DUCT,右边L PACK,执行反吹左侧,执行反吹右侧,更换部件,Fail,左温差,右温差
2019-05-16 01:43,URC,1929,737-800,11,4,22,4,4,22,,,,,11,11
2019-05-16 01:41,DLC,7400,737-800,20,5,28,6,6,28,,,,,8,8
2019-05-16 01:40,HAK,1728,737-800,27,5,32,6,6,30,,,,,5,3
2019-05-16 01:39,HGH,1927,737-800,22,4,24,2,4,26,,,,,2,4
2019-05-16 01:37,CAN,1487,737-800,30,3,35,2,3,34,,,,,5,4
2019-05-16 01:37,CGO,1586,737-800,22,3,22,4,4,23,,,,,0,1
2019-05-16 01:36,YIH,1435,737-800,27,5,32,6,5,27,,,,,5,0
2019-05-16 01:36,FOC,5430,737-800,21,8,32,6,6,34,1,1,,11,11,13
2019-05-16 01:36,YIH,1351,737-800,27,5,28,4,5,27,,,,,1,0
2019-05-16 01:34,DLC,5359,737-800,20,6,24,4,4,24,,,,,4,4
2019-05-16 01:33,HAK,5416,737-800,27,6,30,5,5,31,,,,,3,4
2019-05-16 01:28,XIY,1482,737-800,21,5,31,6,6,26,,,,,10,5
2019-05-16 01:22,URC,5623,737-800,12,6,24,6,6,22,,,,,12,10
2019-05-16 01:19,HHA,6065,737-800,20,5,23,5,5,29,,,,,3,9
2019-05-16 01:16,TYN,5090,737-800,20,2,22,2,2,20,,,,,2,0
2019-05-16 01:15,SZX,5709,737-800,28,9,36,6,8,36,,,,,8,8
2019-05-16 01:13,CAN,5521,737-800,29,4,35,5,5,33,,,,,6,4
2019-05-16 01:08,PEK,5428,737-800,25,6,36,6,4,32,1,,,1,11,7
2019-05-16 01:07,CAN,1497,737-800,28,3,33,4,4,34,,,,,5,6
2019-05-16 01:06,HHA,5480,737-800,24,3,29,3,2,20,,,,,5,-4
2019-05-16 01:04,XIY,5115,737-800,20,5,26,5,6,27,,,,,6,7
2019-05-16 01:04,KMG,7989,737-800,22,6,27,7,6,24,,,,,5,2
2019-05-16 01:01,KMG,6800,737-800,20,4,24,5,4,22,,,,,4,2
2019-05-16 01:01,HHA,5638,737-800,25,4,30,4,4,28,,,,,5,3
2019-05-16 01:01,PEK,6061,737-800,22,4,28,4,4,28,,,,,6,6
2019-05-16 01:00,CAN,5687,737-800,29,4,28,5,4,30,,,,,-1,1
2019-05-16 00:58,URC,5625,737-800,20,2,24,2,4,22,,,,,4,2
2019-05-16 00:56,HRB,1433,737-800,21,3,27,4,4,22,,,,,6,1
2019-05-16 00:49,PEK,5372,737-800,25,4,25,4,4,25,,,,,0,0
2019-05-16 00:49,XIY,7378,737-800,24,6,30,8,6,32,,,,,6,8
2019-05-16 00:46,HAK,7175,737-800,27,5,36,5,4,34,,,,,9,7
2019-05-16 00:43,URC,1322,737-800,17,4,26,4,4,24,,,,,9,7
2019-05-16 00:41,SYX,5358,737-800,31,6,35,6,6,35,,,,,4,4
2019-05-16 00:39,HAK,1541,737-800,27,7,35,8,8,31,,,,,8,4
2019-05-16 00:36,KHG,206P,737-800,18,4,20,3,4,21,,,,,2,3
2019-05-16 00:36,HAK,5855,737-800,27,4,31,4,4,30,,,,,4,3
2019-05-16 00:34,SZX,5418,737-800,28,6,32,6,6,31,,,,,4,3
2019-05-16 00:28,SZX,1549,737-800,28,6,35,6,5,34,,,,,7,6
2019-05-16 00:26,TYN,1995,737-800,20,5,22,5,5,24,,,,,2,4
2019-05-16 00:23,HAK,1548,737-800,27,4,32,4,5,31,,,,,5,4
2019-05-16 00:20,HGH,5637,737-800,21,2,30,2,2,28,,,,,9,7
2019-05-16 00:20,CAN,1795,737-800,29,4,36,5,4,36,,,,,7,7
2019-05-16 00:16,HAK,5466,737-800,26,3,32,4,3,32,,,,,6,6
2019-05-16 00:16,CGO,7991,737-800,25,6,30,6,6,28,,,,,5,3
2019-05-16 00:10,CKG,5479,737-800,30,8,27,9,8,30,,,,,-3,0
2019-05-16 00:09,绵阳,5449,737-800,25,5,28,4,4,27,,,,,3,2
2019-05-16 00:08,DLC,1502,737-800,20,3,26,2,3,25,,,,,6,5
2019-05-16 00:02,CGO,205U,737-800,23,2,28,2,2,29,,,,,5,6
2019-05-15 23:58,HAK,1783,737-800,30,4,36,5,5,36,,,,,6,6
2019-05-15 23:57,FOC,1559,737-800,22,3,32,3,3,27,1,,,1,10,5
2019-05-15 23:56,HAK,7616,737-800,27,5,31,8,5,28,,,,,4,1
2019-05-15 23:54,KMG,1208,737-800,22,3,25,4,4,24,,,,,3,2
2019-05-15 23:50,CGO,5732,737-800,20,4,30,4,4,26,,,,,10,6
2019-05-15 23:46,太原,7172,737-800,20,5,22,4,4,23,,,,,2,3
2019-05-15 23:41,CAN,5373,737-800,29,8,34,8,8,35,,,,,5,6
2019-05-15 23:34,XIY,5338,737-800,23,3,22,4,5,24,,,,,-1,1
2019-05-15 23:29,PEK,5662,737-800,20,4,30,4,6,30,,,,,10,10
2019-05-15 23:29,XIY,1996,737-800,35,4,22,6,5,27,,,,,-13,-8
2019-05-15 23:26,HAK,5481,737-800,27,5,32,6,5,32,,,,,5,5
2019-05-15 23:24,KHG,1496,737-800,15,5,24,6,6,26,,,,,9,11
2019-05-15 23:24,KHG,1570,737-800,19,4,21,4,4,18,,,,,2,-1
2019-05-15 23:23,HAK,1209,737-800,25,3,35,8,8,30,1,,,1,10,5
2019-05-15 23:23,URC,1725,737-800,17,5,30,5,5,30,,,,,13,13
2019-05-15 23:22,XIY,1787,737-800,24,2,30,2,2,26,,,,,6,2
2019-05-15 23:15,HHA,1101,737-800,25,3,33,2,2,30,,,,,8,5
2019-05-15 23:09,HRB,1562,737-800,20,4,22,5,4,24,,,,,2,4
2019-05-15 23:08,HAK,1786,737-800,27,4,37,3,3,31,1,,,1,10,4
2019-05-15 23:06,SYX,5337,737-800,29,5,34,6,5,34,,,,,5,5
2019-05-15 23:02,HAK,5089,737-800,27,6,30,5,5,30,,,,,3,3
2019-05-15 22:59,HHA,7398,737-800,22,4,30,4,3,28,,,,,8,6
2019-05-15 22:58,URC,1569,737-800,17,5,26,7,6,24,,,,,9,7
2019-05-15 22:53,HAK,6063,737-800,26,6,32,6,7,33,,,,,6,7
2019-05-15 22:51,HRB,1350,737-800,23,5,28,5,5,26,,,,,5,3
2019-05-15 22:48,HAK,5082,737-800,25,4,35,6,5,30,,,,,10,5
2019-05-15 22:41,DLC,1547,737-800,18,6,26,3,4,25,,,,,8,7
2019-05-15 22:38,URC,1141,737-800,16,4,26,4,5,27,,,,,10,11
2019-05-15 22:28,绵阳,5409,737-800,24,4,27,4,4,28,,,,,3,4
2019-05-15 22:25,ZGC,5463,737-800,15,4,20,4,4,22,,,,,5,7
2019-05-15 22:25,DLC,1375,737-800,19,4,24,4,4,22,,,,,5,3
2019-05-15 22:24,XNN,5852,737-800,16,4,21,4,5,21,,,,,5,5
2019-05-15 22:10,XIY,7377,737-800,24,8,28,6,6,26,,,,,4,2
2019-05-15 22:10,CGO,7993,737-800,22,5,28,6,6,26,,,,,6,4
2019-05-15 22:04,SYX,1538,737-800,30,2,36,3,3,34,,,,,6,4
2019-05-15 21:58,URC,205V,737-800,20,4,26,4,2,25,,,,,6,5
2019-05-15 21:50,ZGC,6808,737-800,15,5,24,7,6,21,,,,,9,6
2019-05-15 21:45,XNN,1131,737-800,15,6,18,7,6,20,,,,,3,5
2019-05-15 20:58,杭州,1545,737-800,20,5,20,4,4,21,,,,,0,1
2019-05-15 20:28,BAR,1130,737-800,29,2,36,2,2,36,,,,,7,7
2019-05-15 20:02,HAK, 1928,737-800,25,5,27,7,7,31,,,,,2,6
2019-05-15 19:50,FOC,1905,737-800,23,3,28,4,4,26,,,,,5,3
2019-05-15 19:17,HRB,7113,737-800,18,4,20,4,5,22,,,,,2,4
2019-05-15 17:22,XUZ,1588,737-800,25,4,26,4,4,28,,,,,1,3
2019-05-15 15:42,YIH,7105,737-800,28,3,29,3,4,28,,,,,1,0
2019-05-15 15:22,KMG,6016,737-800,25,4,25,6,5,26,,,,,0,1
2019-05-15 14:38,HAK,7399,737-800,40,5,30,4,3,0,,,,,-10,-40
2019-05-15 14:06,CAN,1795,737-800,32,4,33,4,4,34,,,,,1,2
2019-05-15 09:34,KMG,6016,737-800,20,4,27,4,4,26,,,,,7,6
2019-05-15 08:26,KMG,1586,737-800,20,4,26,4,4,24,,,,,6,4
2019-05-15 08:24,PEK,5538,737-800,22,3,25,3,2,28,,,,,3,6
2019-05-15 08:23,HGH,1548,737-800,18,3,26,3,2,24,,,,,8,6
2019-05-15 08:14,PEK,5661,737-800,21,4,28,4,4,28,,,,,7,7
2019-05-15 08:14,PEK,5661,737-800,21,4,28,4,4,28,,,,,7,7
2019-05-15 07:54,KMG,7988,737-800,21,6,26,5,4,26,,,,,5,5
2019-05-15 07:48,PEK,1103,737-800,20,4,30,4,4,27,,,,,10,7
2019-05-15 07:39,FOC,1562,737-800,23,5,31,5,4,31,,,,,8,8
2019-05-15 06:19,FOC,7379,737-800,20,5,24,4,4,26,,,,,4,6
2019-05-15 06:16,FOC,5430,737-800,20,4,22,4,4,22,,,,,2,2
2019-05-15 06:11,HAK,5481,737-800,26,6,33,4,4,32,,,,,7,6
2019-05-15 06:10,HAK,5481,737-800,26,5,33,6,6,32,,,,,7,6
2019-05-15 06:09,HAK,1786,737-800,26,6,33,4,6,32,,,,,7,6
2019-05-15 06:01,URC,5375,737-800,15,2,18,4,3,22,,,,,3,7
2019-05-15 05:59,HAK,1213,737-800,27,7,37,6,6,37,,1,,1,10,10
2019-05-15 05:45,,5687,737-800,27,6,34,5,5,34,,,,,7,7
2019-05-15 05:44,PEK,5136,737-800,26,4,26,4,4,28,,,,,0,2
2019-05-15 05:31,URC,5637,737-800,17,2,26,2,2,20,,,,,9,3
2019-05-15 05:21,PEK,7171,737-800,20,4,25,5,4,26,,,,,5,6
2019-05-15 05:18,HAK,5373,737-800,28,6,33,9,9,37,,,,,5,9
2019-05-15 05:14,XIY,1902,737-800,20,6,26,4,6,24,,,,,6,4
2019-05-15 04:54,PEK,5539,737-800,15,6,28,4,4,28,,,,,13,13
2019-05-15 04:53,SYX,5337,737-800,30,4,34,4,4,34,,,,,4,4
2019-05-15 04:51,SZX,1141,737-800,27,6,34,6,5,30,,,,,7,3
2019-05-15 04:44,XIY,5115,737-800,17,5,27,7,6,30,,,,,10,13
2019-05-15 04:32,FOC,1562,737-800,23,4,29,4,4,28,,,,,6,5
2019-05-15 04:25,KMG,1209,737-800,20,3,27,4,4,24,,,,,7,4
2019-05-15 04:25,XIY,5183,737-800,15,3,28,3,3,24,,,,,13,9
2019-05-15 04:23,SYX,5462,737-800,30,4,32,5,4,34,,,,,2,4
2019-05-15 04:20,XIY,5853,737-800,20,6,28,6,6,24,,,,,8,4
2019-05-15 04:19,XIY,1163,737-800,19,2,27,2,3,26,,,,,8,7
2019-05-15 04:12,KMG,7167,737-800,20,5,26,5,5,24,,,,,6,4
2019-05-15 04:11,ZGC,5580,737-800,15,6,20,6,7,21,,,,,5,6
2019-05-15 04:09,HAK,1372,737-800,27,5,35,5,4,35,,,,,8,8
2019-05-15 04:09,ZGC,5135,737-800,15,4,23,5,6,22,,,,,8,7
2019-05-15 04:07,HHA,5406,737-800,22,5,27,7,4,26,,,,,5,4
2019-05-15 04:07,ZGC,1493,737-800,15,6,22,8,6,20,,,,,7,5
2019-05-15 04:06,ZGC,5463,737-800,15,5,19,6,5,18,,,,,4,3
2019-05-15 04:05,广州,7399,737-800,28,4,34,4,4,30,,,,,6,2
2019-05-15 04:05,URC,5465,737-800,16,3,20,3,3,23,,,,,4,7
2019-05-15 04:05,HAK,1928,737-800,30,4,32,6,6,34,,,,,2,4
2019-05-15 04:05,HAK,1372,737-800,27,5,35,5,4,35,,,,,8,8
2019-05-15 03:59,DLC,6060,737-800,17,4,26,4,4,24,,,,,9,7
2019-05-15 03:57,URC,5611,737-800,16,4,26,7,6,24,,,,,10,8
2019-05-15 03:56,DLC,7400,737-800,17,4,24,4,4,26,,,,,7,9
2019-05-15 03:52,HAK,6063,737-800,25,6,36,8,8,37,,,,,11,12
2019-05-15 03:47,HAK,1542,737-800,28,4,36,6,4,34,,,,,8,6
2019-05-15 03:37,HGH,1729,737-800,21,3,23,2,2,22,,,,,2,1
2019-05-15 03:36,HAK,1488,737-800,27,6,34,6,6,30,,,,,7,3
2019-05-15 03:32,PEK,5735,737-800,21,2,28,2,2,26,,,,,7,5
2019-05-15 03:32,CGO,7991,737-800,20,6,28,6,6,26,,,,,8,6
2019-05-15 03:32,XIY,1481,737-800,17,6,29,5,5,25,,,,,12,8
2019-05-15 03:16,CAN,5371,737-800,28,7,33,7,7,32,,,,,5,4
2019-05-15 03:15,URC,1568,737-800,16,6,22,5,5,22,,,,,6,6
2019-05-15 03:13,CGO,7993,737-800,21,4,24,4,4,23,,,,,3,2
2019-05-15 03:11,CAN,7399,737-800,28,4,34,4,4,30,,,,,6,2
2019-05-15 03:06,广州,1783,737-800,28,4,34,6,5,35,,,,,6,7
2019-05-15 03:03,SZX,1386,737-800,28,3,34,4,4,31,,,,,6,3
2019-05-15 03:03,KMG,7989,737-800,20,5,28,5,5,28,,,,,8,8
2019-05-15 03:01,XIY,1903,737-800,18,2,22,1,2,24,,,,,4,6
2019-05-15 02:58,URC,5797,737-800,15,5,21,3,3,0,,,,,6,-15
2019-05-15 02:55,CAN,5855,737-800,28,7,30,8,7,29,,,,,2,1
2019-05-15 02:52,HHA,5638,737-800,24,4,24,4,5,24,,,,,0,0
2019-05-15 02:51,HHA,1541,737-800,25,5,24,4,4,24,,,,,-1,-1
2019-05-15 02:51,HHA,6065,737-800,24,5,25,5,4,24,,,,,1,0
2019-05-15 02:49,SYX,5359,737-800,30,6,34,6,6,34,,,,,4,4
2019-05-15 02:48,MIG,5409,737-800,23,3,26,4,4,25,,,,,3,2
2019-05-15 02:48,HGH,1505,737-800,20,3,28,3,3,24,,,,,8,4
2019-05-15 02:44,SZX,1373,737-800,27,4,34,4,4,30,,,,,7,3
2019-05-15 02:44,HAK,5713,737-800,27,6,29,7,8,34,,,,,2,7
2019-05-15 02:44,HAK,1487,737-800,30,2,34,2,2,30,,,,,4,0
2019-05-15 02:43,HGH,1548,737-800,19,3,26,3,2,24,,,,,7,5
2019-05-15 02:43,HAK,7175,737-800,27,6,37,4,4,34,,,,,10,7
2019-05-15 02:42,海口,793,737-800,27,5,36,5,5,32,,,,,9,5
2019-05-15 02:41,DLC,7173,737-800,15,5,27,5,4,26,,,,,12,11
2019-05-15 02:41,海口,1793,737-800,27,5,36,5,0,0,,,,,9,-27
2019-05-15 02:40,HGH,7616,737-800,25,4,28,4,4,27,,,,,3,2
2019-05-15 02:37,HHA,5480,737-800,22,2,26,2,2,20,,,,,4,-2
2019-05-15 02:36,URC,6995,737-800,16,4,24,5,5,22,,,,,8,6
2019-05-15 02:34,URC,205V,737-800,17,4,27,4,3,24,,,,,10,7
2019-05-15 02:31,XIY,1482,737-800,19,6,28,5,6,26,,,,,9,7
2019-05-15 02:29,HHA,1492,737-800,20,4,29,3,3,27,,,,,9,7
2019-05-15 02:27,URC,6268,737-800,19,3,24,3,4,22,,,,,5,3
2019-05-15 02:25,XIY,5180,737-800,18,6,26,7,8,24,,,,,8,6
2019-05-15 02:22,URC,1725,737-800,16,5,23,4,4,28,,,,,7,12
2019-05-15 02:21,CTU,7992,737-800,20,5,25,5,6,26,,,,,5,6
2019-05-15 02:20,PEK,1727,737-800,22,5,26,6,6,24,,,,,4,2
2019-05-15 02:20,YIH,1351,737-800,19,4,29,4,4,22,,,,,10,3
2019-05-15 02:18,HRB,1350,737-800,13,3,26,4,3,21,,,,,13,8
2019-05-15 02:17,HRB,1433,737-800,16,3,22,2,3,19,,,,,6,3
2019-05-15 02:17,XIY,5116,737-800,19,4,23,5,5,22,,,,,4,3
2019-05-15 02:16,XIY,5408,737-800,16,3,25,3,3,24,,,,,9,8
2019-05-15 02:15,HGH,5372,737-800,20,7,27,7,6,26,,,,,7,6
2019-05-15 02:11,TYN,5090,737-800,18,2,22,3,4,24,,,,,4,6
2019-05-15 02:09,HAK,5346,737-800,27,6,35,6,5,33,,,,,8,6
2019-05-15 02:07,XIY,1348,737-800,18,3,28,3,3,28,,,,,10,10
2019-05-15 02:06,PEK,5153,737-800,21,2,22,4,4,27,,,,,1,6
2019-05-15 02:04,XIY,5139,737-800,19,5,26,5,4,24,,,,,7,5
2019-05-15 01:57,HAK,1995,737-800,28,8,37,6,6,34,1,,,1,9,6
2019-05-15 01:56,CAN,1491,737-800,26,5,36,6,5,34,1,,,1,10,8
2019-05-15 01:56,KMG,5449,737-800,22,6,28,6,6,26,,,,,6,4
2019-05-15 01:54,URC,5623,737-800,15,4,25,3,3,22,,,,,10,7
2019-05-15 01:54,PEK,5416,737-800,21,8,30,8,8,28,,,,,9,7
2019-05-15 01:53,FOC,1559,737-800,20,2,22,3,3,27,,,,,2,7
2019-05-15 01:50,URC,5637,737-800,17,2,26,2,2,20,,,,,9,3
2019-05-15 01:50,PEK,5136,737-800,21,4,26,4,4,30,,,,,5,9
2019-05-15 01:50,SYX,1538,737-800,30,4,36,4,2,34,,,,,6,4
2019-05-15 01:44,海口,1130,737-800,27,2,34,2,2,30,,,,,7,3
2019-05-15 01:43,CAN,7886,737-800,30,3,36,3,3,35,,,,,6,5
2019-05-15 01:43,URC,2159,737-800,11,3,23,2,2,22,,,,,12,11
2019-05-15 01:41,宜昌,1435,737-800,19,6,28,5,5,26,,,,,9,7
2019-05-15 01:41,XIY,7377,737-800,19,6,26,6,6,26,,,,,7,7
2019-05-15 01:41,SYX,1997,737-800,29,5,32,4,5,31,,,,,3,2
2019-05-15 01:40,XIY,1797,737-800,19,4,23,3,3,24,,,,,4,5
2019-05-15 01:36,DLC,1545,737-800,15,4,24,2,4,22,,,,,9,7
2019-05-15 01:35,DLC,1375,737-800,15,3,23,3,2,20,,,,,8,5
2019-05-15 01:33,CGO,7991,737-800,20,6,28,6,6,26,,,,,8,6
2019-05-15 01:33,XIY,5852,737-800,20,4,25,5,4,22,,,,,5,2
2019-05-15 01:33,CKG,5479,737-800,25,5,26,6,6,31,,,,,1,6
2019-05-15 01:30,HAK,5581,737-800,28,9,32,6,6,36,,,,,4,8
2019-05-15 01:29,URC,5540,737-800,16,4,28,5,5,27,,,,,12,11
2019-05-15 01:22,CGO,6800,737-800,21,4,27,5,4,23,,,,,6,2
2019-05-15 01:22,HGH,6808,737-800,20,4,28,4,4,27,,,,,8,7
2019-05-15 01:22,SZX,1733,737-800,29,3,33,3,3,29,,,,,4,0
2019-05-15 01:21,CGO,205U,737-800,22,4,28,4,4,28,,,,,6,6
2019-05-15 01:21,SYX,206F,737-800,30,2,34,2,2,31,,,,,4,1
2019-05-15 01:17,SZX,7639,737-800,26,6,34,6,5,31,,,,,8,5
2019-05-15 01:17,CGO,5732,737-800,20,4,26,4,4,25,,,,,6,5
2019-05-15 01:14,HHA,1728,737-800,21,4,28,4,4,23,,,,,7,2
2019-05-15 01:13,FOC,7395,737-800,20,4,24,5,6,28,,,,,4,8
2019-05-15 01:12,HHA,6066,737-800,21,2,27,2,2,26,,,,,6,5
2019-05-15 01:09,HAK,5417,737-800,26,6,30,4,6,32,,,,,4,6
2019-05-15 01:08,KMG,1588,737-800,20,3,23,4,4,23,,,,,3,3
2019-05-15 01:04,CKG,6061,737-800,20,3,28,4,4,26,,,,,8,6
2019-05-15 01:01,TYN,206G,737-800,18,4,26,2,4,22,,,,,8,4
2019-05-15 01:01,TYN,7172,737-800,24,5,26,5,5,25,,,,,2,1
2019-05-15 00:57,CAN,1495,737-800,30,4,32,4,4,34,,,,,2,4
2019-05-15 00:57,URC,1929,737-800,18,2,23,3,3,22,,,,,5,4
2019-05-15 00:54,MIG,6809,737-800,25,5,27,5,6,28,,,,,2,3
2019-05-15 00:53,CKG,5137,737-800,20,3,20,3,3,28,,,,,0,8
2019-05-15 00:52,DLC,1787,737-800,15,1,26,1,1,23,,,,,11,8
2019-05-15 00:39,HAK,5502,737-800,30,6,34,6,4,32,,,,,4,2
2019-05-15 00:38,DLC,1346,737-800,14,5,26,4,6,24,,,,,12,10
2019-05-15 00:38,SZX,6103,737-800,25,6,34,6,6,36,,,,,9,11
2019-05-15 00:37,HAK,6063,737-800,28,18,50,9,9,41,,,,,22,13
2019-05-15 00:37,KHG,1569,737-800,18,4,23,4,3,24,,,,,5,6
2019-05-15 00:37,CGO,1587,737-800,23,2,26,2,1,22,,,,,3,-1
2019-05-15 00:31,URC,1726,737-800,17,4,26,3,3,21,,,,,9,4
2019-05-15 00:30,SZX,5405,737-800,30,5,36,6,4,35,,,,,6,5
2019-05-15 00:30,URC,5625,737-800,20,4,17,4,4,20,,,,,-3,0
2019-05-15 00:29,XIY,1347,737-800,16,3,30,3,3,28,,,,,14,12
2019-05-15 00:25,CAN,1497,737-800,28,3,33,4,4,34,,,,,5,6
2019-05-15 00:22,CKG,5479,737-800,20,5,20,6,6,31,,,,,0,11
2019-05-15 00:16,XIY,1547,737-800,21,6,26,7,8,27,,,,,5,6
2019-05-15 00:08,CGO,5418,737-800,25,4,23,3,3,25,,,,,-2,0
2019-05-15 00:00,URC,1570,737-800,17,6,22,5,5,20,,,,,5,3
2019-05-14 23:56,PEK,5439 ,737-800,23,4,28,4,4,29,,,,,5,6
2019-05-14 23:31,HGH,1927,737-800,20,4,24,6,3,26,,,,,4,6
2019-05-14 23:30,MIG,5407,737-800,30,4,30,4,3,30,,,,,0,0
2019-05-14 23:30,URC,206P,737-800,17,6,22,5,4,22,,,,,5,5
2019-05-14 23:28,HAK,5089,737-800,26,6,30,2,2,35,,,,,4,9
2019-05-14 23:14,URC,1323,737-800,18,4,27,3,3,26,,,,,9,8
2019-05-14 23:13,HAK,1501,737-800,27,4,36,5,4,32,,,,,9,5
2019-05-14 23:11,DLC,5636,737-800,14,6,26,6,4,25,,,,,12,11
2019-05-14 23:09,URC ,205T,737-800,18,3,25,3,3,25,,,,,7,7
2019-05-14 23:04,CAN,5521,737-800,29,4,28,5,3,30,,,,,-1,1
2019-05-14 23:02,HRB,7113,737-800,10,4,26,3,4,24,,,,,16,14
2019-05-14 22:59,XIY,5520,737-800,16,4,30,4,4,27,,,,,14,11
2019-05-14 22:59,HAK,1208,737-800,28,3,34,3,3,31,,,,,6,3
2019-05-14 22:58,HAK,5579,737-800,28,7,37,7,7,36,1,,,1,9,8
2019-05-14 22:56,XIY,1101,737-800,20,4,30,3,3,27,,,,,10,7
2019-05-14 22:48,URC,1325,737-800,18,4,21,4,5,22,,,,,3,4
2019-05-14 22:47,HHA,7398,737-800,22,4,30,3,3,28,,,,,8,6
2019-05-14 22:42,SYX,7619,737-800,30,6,34,6,5,32,,,,,4,2
2019-05-14 22:14,PEK,5712,737-800,22,2,24,1,4,25,,,,,2,3
2019-05-14 22:11,HGH,1502,737-800,20,3,24,2,2,23,,,,,4,3
2019-05-14 22:02,HGH,5733,737-800,18,5,28,5,5,28,,,,,10,10
2019-05-14 22:00,HAK,1785,737-800,28,0,34,9,9,35,,,,,6,7
2019-05-14 21:58,MIG,1798,737-800,23,5,26,5,6,26,,,,,3,3
2019-05-14 21:57,SYX,7618,737-800,30,4,34,7,6,32,,,,,4,2
2019-05-14 21:46,TYN,5467,737-800,21,5,25,4,3,19,,,,,4,-2
2019-05-14 21:38,XNN,1131,737-800,15,5,25,4,4,25,,,,,10,10
2019-05-14 21:28,TYN,6062,737-800,19,4,24,4,4,25,,,,,5,6
2019-05-14 20:29,HAK,1796,737-800,27,5,32,5,4,33,,,,,5,6
2019-05-14 20:25,URC,7198,737-800,20,4,23,3,4,21,,,,,3,1
2019-05-14 20:22,DLC,1102,737-800,17,3,28,4,3,26,,,,,11,9
2019-05-14 20:09,URC,1322,737-800,27,4,23,5,4,24,,,,,-4,-3
2019-05-14 20:04,HAK,5082,737-800,27,8,38,6,6,34,,,,,11,7
2019-05-14 19:39,SYX,5522,737-800,29,7,35,8,8,36,,,,,6,7
2019-05-14 19:09,FOC,1905,737-800,23,4,28,3,2,24,,,,,5,1
2019-05-14 18:48,HAK,5466,737-800,27,6,30,7,5,25,,,,,3,-2
2019-05-14 18:04,YIH,7105,737-800,19,5,30,5,5,29,,,,,11,10
2019-05-14 16:43,HAK,5478,737-800,35,8,38,4,4,34,1,,,1,3,-1
2019-05-14 16:35,XIY,1996,737-800,22,5,20,5,5,26,,,,,-2,4
2019-05-14 16:25,SZX,1373,737-800,25,4,30,4,5,31,,,,,5,6
2019-05-14 16:18,PEK,5428,737-800,29,3,29,4,3,32,,,,,0,3
2019-05-14 15:10,KMG,1588,737-800,30,4,24,6,5,23,,,,,-6,-7
2019-05-14 13:47,PEK,1490,737-800,26,6,26,6,6,24,,,,,0,-2
2019-05-14 10:29,HAK,5478,737-800,35,8,38,6,6,38,1,1,,11,3,3
2019-05-14 09:57,HAK,5337,737-800,27,4,36,6,5,35,,,,,9,8
2019-05-14 09:49,XIY,1547,737-800,20,7,26,7,6,26,,,,,6,6
2019-05-14 09:06,ZGC,5463,737-800,10,8,22,6,5,20,,,,,12,10
2019-05-14 09:04,ZGC,1141,737-800,15,5,22,7,6,23,,,,,7,8
2019-05-14 09:04,ZGC,7171,737-800,15,8,22,6,7,24,,,,,7,9
2019-05-14 08:36,大连,5853,737-800,13,6,26,6,6,24,,,,,13,11
2019-05-14 08:07,SYX,7886,737-800,28,4,34,2,2,34,,,,,6,6
2019-05-14 08:02,SZX,1487,737-800,28,3,32,3,3,29,,,,,4,1
2019-05-14 07:56,TYN,5373,737-800,15,6,20,6,6,20,,,,,5,5
2019-05-14 07:53,SZX,1493,737-800,27,6,31,6,6,29,,,,,4,2
2019-05-14 07:45,PEK,5662,737-800,25,3,25,3,5,25,,,,,0,0
2019-05-14 07:34,URC,205U,737-800,13,4,25,2,2,30,,,,,12,17
2019-05-14 07:26,HAK,1497,737-800,27,4,34,5,4,34,,,,,7,7
2019-05-14 07:15,S?Z?X,7639,737-800,28,6,35,6,6,32,,,,,7,4
2019-05-14 06:55,PEK,1103,737-800,20,3,30,4,3,22,,,,,10,2
2019-05-14 06:50,XIY,5712,737-800,20,1,24,2,1,20,,,,,4,0
2019-05-14 06:38,PEK,5539,737-800,18,4,28,6,5,28,,,,,10,10
2019-05-14 05:50,CGO,6800,737-800,18,4,23,5,5,22,,,,,5,4
2019-05-14 05:48,HAK,1793,737-800,25,3,32,5,5,31,,,,,7,6
2019-05-14 05:48,HAK,7379,737-800,26,5,30,4,4,34,,,,,4,8
2019-05-14 05:11,FOC,7175,737-800,21,4,31,5,5,28,,,,,10,7
2019-05-14 05:10,FOC,7175,737-800,21,5,33,6,6,30,,,,,12,9
2019-05-14 05:05,XIY,1488,737-800,20,6,25,6,6,23,,,,,5,3
2019-05-14 05:04,XIY,1903,737-800,20,6,23,5,5,25,,,,,3,5
2019-05-14 04:58,CGO,6016,737-800,17,5,29,5,5,27,,,,,12,10
2019-05-14 04:56,CAN ,5520,737-800,27,5,33,5,6,33,,,,,6,6
2019-05-14 04:54,CAN ,1783,737-800,27,3,28,5,6,32,,,,,1,5
2019-05-14 04:51,HAK,5467,737-800,26,4,34,2,0,28,,,,,8,2
2019-05-14 04:45,FOC,1562,737-800,24,4,30,5,4,31,,,,,6,7
2019-05-14 04:44,PEK ,5538,737-800,17,2,30,2,2,27,,,,,13,10
2019-05-14 04:38,FOC,7105,737-800,24,4,30,4,4,30,,,,,6,6
2019-05-14 04:32,HAK,6103,737-800,26,7,36,6,6,36,,,,,10,10
2019-05-14 04:28,FOC,1480,737-800,28,4,26,4,4,24,,,,,-2,-4
2019-05-14 04:19,太原,5090,737-800,18,2,22,2,2,20,,,,,4,2
